kurstype	valuta	tid	Månedsgennemsnit	
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1998M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1998M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1998M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1998M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1998M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1999M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1999M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1999M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1999M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1999M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1999M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1999M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1999M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1999M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1999M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1999M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	1999M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2000M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2000M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2000M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2000M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2000M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2000M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2000M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2000M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2000M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2000M10	1893.6910
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2000M11	1886.9220
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2000M12	1855.4800
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2001M01	1824.0330
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2001M02	1830.1600
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2001M03	1839.8710
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2001M04	1853.0910
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2001M05	1867.9620
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2001M06	1881.0550
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2001M07	1875.8280
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2001M08	1841.4540
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2001M09	1837.4890
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2001M10	1838.2670
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2001M11	1853.6540
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2001M12	1849.3880
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2002M01	1854.1140
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2002M02	1864.4470
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2002M03	1858.4830
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2002M04	1855.4340
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2002M05	1830.0090
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2002M06	1799.4490
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2002M07	1785.9600
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2002M08	1793.9250
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2002M09	1798.7490
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2002M10	1799.3210
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2002M11	1790.8980
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2002M12	1785.3910
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2003M01	1772.2180
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2003M02	1762.4700
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2003M03	1754.3770
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2003M04	1751.5470
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2003M05	1729.2920
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2003M06	1733.2430
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2003M07	1739.2950
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2003M08	1742.8290
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2003M09	1741.5920
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2003M10	1735.6450
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2003M11	1739.5510
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2003M12	1729.5520
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2004M01	1731.6830
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2004M02	1739.2350
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2004M03	1746.1550
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2004M04	1751.0380
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2004M05	1746.9130
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2004M06	1747.6250
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2004M07	1745.6640
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2004M08	1745.1240
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2004M09	1739.0550
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2004M10	1730.9290
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2004M11	1720.6730
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2004M12	1719.1430
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2005M01	1721.4110
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2005M02	1727.1820
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2005M03	1724.6740
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2005M04	1733.0460
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2005M05	1734.1700
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2005M06	1734.1820
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2005M07	1737.3470
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2005M08	1737.6440
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2005M09	1737.3460
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2005M10	1738.1700
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2005M11	1737.6200
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2005M12	1736.3470
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2006M01	1738.0040
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2006M02	1738.6660
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2006M03	1737.9850
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2006M04	1738.1150
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2006M05	1736.9100
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2006M06	1736.8910
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2006M07	1737.7510
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2006M08	1737.9290
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2006M09	1737.7390
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2006M10	1736.6710
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2006M11	1736.8800
Valutakurser (DKK pr. 100 enheder valuta)	Maltesiske lira  (Okt.2000-2007)	2006M12	1736.5340
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1995M01	3.8200
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1995M02	3.8160
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1995M03	3.8060
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1995M04	3.7280
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1995M05	3.7160
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1995M06	3.7050
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1995M07	3.7060
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1995M08	3.7400
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1995M09	3.7210
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1995M10	3.6870
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1995M11	3.6940
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1995M12	3.6940
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1996M01	3.7290
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1996M02	3.7220
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1996M03	3.7310
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1996M04	3.7580
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1996M05	3.7570
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1996M06	3.7450
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1996M07	3.7490
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1996M08	3.7650
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1996M09	3.7710
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1996M10	3.7940
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1996M11	3.7990
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1996M12	3.7940
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1997M01	3.8150
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1997M02	3.7970
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1997M03	3.7960
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1997M04	3.7970
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1997M05	3.7810
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1997M06	3.7700
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1997M07	3.7720
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1997M08	3.7600
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1997M09	3.7480
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1997M10	3.7390
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1997M11	3.7290
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1997M12	3.7270
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1998M01	3.7240
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1998M02	3.7230
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1998M03	3.7250
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1998M04	3.7220
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1998M05	3.7200
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1998M06	3.7200
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1998M07	3.7240
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1998M08	3.7210
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1998M09	3.7150
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1998M10	3.7080
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1998M11	3.7080
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1998M12	3.7100
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1999M01	3.7120
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1999M02	3.7090
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1999M03	3.7070
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1999M04	3.7080
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1999M05	3.7080
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1999M06	3.7070
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1999M07	3.7100
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1999M08	3.7100
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1999M09	3.7080
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1999M10	3.7080
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1999M11	3.7090
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	1999M12	3.7110
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2000M01	3.7130
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2000M02	3.7140
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2000M03	3.7150
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2000M04	3.7160
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2000M05	3.7200
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2000M06	3.7210
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2000M07	3.7200
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2000M08	3.7200
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2000M09	3.7220
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2000M10	3.7150
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2000M11	3.7190
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2000M12	3.7200
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2001M01	3.7230
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2001M02	3.7230
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2001M03	3.7230
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2001M04	3.7230
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2001M05	3.7220
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2001M06	3.7180
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2001M07	3.7140
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2001M08	3.7140
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2001M09	3.7120
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2001M10	3.7090
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2001M11	3.7140
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2001M12	3.7130
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2002M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2002M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2002M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2002M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2002M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2002M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2002M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2002M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2002M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2002M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2002M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2002M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2003M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2003M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2003M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2003M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2003M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2003M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2003M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2003M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2003M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2003M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2003M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2003M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2004M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2004M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2004M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2004M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2004M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2004M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2004M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2004M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2004M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2004M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2004M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2004M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2005M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2005M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2005M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2005M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2005M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2005M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2005M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2005M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2005M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2005M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2005M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2005M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2006M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2006M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2006M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2006M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2006M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2006M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2006M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2006M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2006M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2006M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2006M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Portugiske escudos  (1981-2001)	2006M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1995M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1995M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1995M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1995M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1995M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1995M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1995M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1995M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1995M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1995M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1995M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1995M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1996M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1996M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1996M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1996M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1996M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1996M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1996M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1996M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1996M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1996M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1996M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1996M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Slovakiske koruna  (2000-2008)	1997M01	..
