kurstype	valuta	tid	Månedsgennemsnit	
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2003M06	81.7095
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2003M07	83.8200
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2003M08	85.5781
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2003M09	85.0350
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2003M10	82.0765
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2003M11	81.8935
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2003M12	78.1853
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2004M01	76.0452
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2004M02	75.7970
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2004M03	77.9704
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2004M04	79.6995
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2004M05	79.5517
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2004M06	78.5505
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2004M07	77.7250
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2004M08	78.3114
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2004M09	78.0623
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2004M10	76.4695
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2004M11	73.5682
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2004M12	71.3872
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2005M01	72.7600
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2005M02	73.3320
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2005M03	72.2730
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2005M04	73.8755
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2005M05	75.3455
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2005M06	78.7050
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2005M07	79.6976
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2005M08	78.0900
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2005M09	78.4114
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2005M10	80.0743
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2005M11	81.6300
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2005M12	81.0924
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2006M01	79.5077
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2006M02	80.5735
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2006M03	79.9991
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2006M04	78.3359
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2006M05	75.3824
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2006M06	76.0124
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2006M07	75.6648
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2006M08	74.8896
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2006M09	75.3172
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2006M10	75.9341
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2006M11	74.3900
Valutakurser (DKK pr. 100 enheder valuta)	Hongkong dollar  (Jan. 2002-)	2006M12	72.5874
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1995M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1995M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1995M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1995M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1995M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1995M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1995M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1995M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1995M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1995M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1995M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1995M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1996M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1996M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1996M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1996M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1996M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1996M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1996M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1996M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1996M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1996M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1996M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1996M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1997M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1997M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1997M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1997M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1997M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1997M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1997M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1997M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1997M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1997M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1997M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1997M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1998M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1998M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1998M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1998M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1998M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1998M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1998M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1998M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1998M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1998M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1998M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1998M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1999M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1999M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1999M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1999M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1999M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1999M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1999M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1999M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1999M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1999M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1999M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	1999M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2000M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2000M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2000M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2000M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2000M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2000M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2000M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2000M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2000M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2000M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2000M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2000M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2001M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2001M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2001M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2001M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2001M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2001M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2001M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2001M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2001M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2001M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2001M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2001M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2002M01	457.6200
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2002M02	466.2645
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2002M03	464.1516
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2002M04	459.1990
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2002M05	450.5871
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2002M06	436.2958
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2002M07	427.1504
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2002M08	432.7023
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2002M09	428.8314
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2002M10	424.3026
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2002M11	420.4762
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2002M12	415.9521
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2003M01	403.2745
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2003M02	395.2530
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2003M03	391.9005
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2003M04	385.2010
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2003M05	370.2680
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2003M06	367.0616
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2003M07	372.5083
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2003M08	380.6686
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2003M09	379.2100
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2003M10	366.3561
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2003M11	367.6205
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2003M12	354.6705
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2004M01	347.8167
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2004M02	349.4475
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2004M03	357.5217
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2004M04	368.7463
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2004M05	362.2311
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2004M06	357.5741
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2004M07	354.1623
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2004M08	356.0727
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2004M09	359.0191
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2004M10	355.1143
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2004M11	346.5282
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2004M12	338.1990
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2005M01	346.1005
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2005M02	348.9965
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2005M03	345.8955
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2005M04	348.6850
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2005M05	355.3515
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2005M06	365.9886
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2005M07	368.2043
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2005M08	364.9883
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2005M09	362.0454
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2005M10	367.1190
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2005M11	372.6805
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2005M12	375.4433
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2006M01	377.5868
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2006M02	383.8075
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2006M03	382.9065
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2006M04	379.6553
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2006M05	370.6376
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2006M06	370.6871
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2006M07	371.4676
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2006M08	369.6209
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2006M09	371.1362
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2006M10	374.5655
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2006M11	371.9373
Valutakurser (DKK pr. 100 enheder valuta)	Singapore dollar  (Jan. 2002-)	2006M12	366.2684
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1995M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1995M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1995M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1995M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1995M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1995M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1995M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1995M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1995M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1995M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1995M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1995M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1996M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1996M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1996M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1996M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1996M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1996M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1996M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1996M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1996M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1996M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1996M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1996M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1997M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1997M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1997M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1997M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1997M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1997M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1997M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1997M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1997M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1997M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1997M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1997M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1998M01	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1998M02	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1998M03	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1998M04	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1998M05	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1998M06	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1998M07	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1998M08	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1998M09	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1998M10	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1998M11	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1998M12	..
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1999M01	107.2180
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1999M02	108.4605
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1999M03	109.9704
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1999M04	113.5700
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1999M05	113.1995
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1999M06	117.4655
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1999M07	117.7127
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1999M08	114.4082
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1999M09	116.8032
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1999M10	113.8333
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1999M11	117.0986
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	1999M12	119.6468
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2000M01	119.8695
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2000M02	119.6771
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2000M03	119.3026
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2000M04	118.5835
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2000M05	117.0850
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2000M06	113.5268
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2000M07	115.2938
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2000M08	118.4657
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2000M09	119.5357
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2000M10	116.5082
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2000M11	113.4182
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2000M12	108.8137
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2001M01	102.2418
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2001M02	103.6345
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2001M03	104.0641
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2001M04	103.3300
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2001M05	106.9243
Valutakurser (DKK pr. 100 enheder valuta)	Sydafrikanske rand  (Jan. 1999-)	2001M06	108.2379
